date;count;total_count;ratio
2008-04-30;0;640;0
2008-05-01;0;616;0
2008-05-02;0;503;0
2008-05-03;0;325;0
2008-05-04;0;406;0
2008-05-05;0;511;0
2008-05-06;0;574;0
2008-05-07;0;621;0
2008-05-08;0;598;0
2008-05-09;0;639;0
2008-05-10;0;313;0
2008-05-11;0;479;0
2008-05-12;0;640;0
2008-05-13;0;660;0
2008-05-14;0;496;0
2008-05-15;0;565;0
2008-05-16;0;479;0
2008-05-17;0;202;0
2008-05-18;0;373;0
2008-05-19;0;526;0
2008-05-20;0;674;0
2008-05-21;0;690;0
2008-05-22;0;722;0
2008-05-23;0;712;0
2008-05-24;0;376;0
2008-05-25;0;467;0
2008-05-26;0;412;0
2008-05-27;0;684;0
2008-05-28;0;756;0
2008-05-29;0;728;0
2008-05-30;0;671;0
2008-05-31;0;447;0
2008-06-01;0;567;0
2008-06-02;0;936;0
2008-06-03;0;754;0
2008-06-04;0;800;0
2008-06-05;0;793;0
2008-06-06;0;751;0
2008-06-07;0;446;0
2008-06-08;0;384;0
2008-06-09;0;709;0
2008-06-10;0;779;0
2008-06-11;0;889;0
2008-06-12;0;779;0
2008-06-13;0;791;0
2008-06-14;0;410;0
2008-06-15;0;323;0
2008-06-16;0;328;0
2008-06-17;0;374;0
2008-06-18;0;425;0
2008-06-19;0;456;0
2008-06-20;0;431;0
2008-06-21;0;198;0
2008-06-22;0;189;0
2008-06-23;0;420;0
2008-06-24;0;380;0
2008-06-25;0;439;0
2008-06-26;0;466;0
2008-06-27;0;470;0
2008-06-28;0;189;0
2008-06-29;0;175;0
2008-06-30;0;425;0
2008-07-01;0;455;0
2008-07-02;0;417;0
2008-07-03;0;398;0
2008-07-04;0;224;0
2008-07-05;0;157;0
2008-07-06;0;174;0
2008-07-07;0;479;0
2008-07-08;0;466;0
2008-07-09;0;473;0
2008-07-10;0;608;0
2008-07-11;0;682;0
2008-07-12;0;346;0
2008-07-13;0;476;0
2008-07-14;0;1689;0
2008-07-15;0;1521;0
2008-07-16;0;1732;0
2008-07-17;0;1504;0
2008-07-18;0;1544;0
2008-07-19;0;737;0
2008-07-20;0;747;0
2008-07-21;0;1747;0
2008-07-22;0;1685;0
2008-07-23;0;1292;0
2008-07-24;0;1477;0
2008-07-25;1;1360;0.0007352941176470588
2008-07-26;0;652;0
2008-07-27;0;581;0
2008-07-28;0;1296;0
2008-07-29;0;1444;0
2008-07-30;0;1450;0
2008-07-31;0;1451;0
2008-08-01;0;1355;0
2008-08-02;0;575;0
2008-08-03;0;660;0
2008-08-04;0;1156;0
2008-08-05;0;1288;0
2008-08-06;0;1363;0
2008-08-07;0;1418;0
2008-08-08;0;1422;0
2008-08-09;0;719;0
2008-08-10;0;692;0
2008-08-11;0;1371;0
2008-08-12;0;1312;0
2008-08-13;0;1474;0
2008-08-14;0;1306;0
2008-08-15;0;1315;0
2008-08-16;0;593;0
2008-08-17;0;627;0
2008-08-18;0;1415;0
2008-08-19;0;1379;0
2008-08-20;0;1520;0
2008-08-21;0;1501;0
2008-08-22;0;1331;0
2008-08-23;0;417;0
2008-08-24;0;464;0
2008-08-25;0;1284;0
2008-08-26;0;1578;0
2008-08-27;0;1560;0
2008-08-28;0;1542;0
2008-08-29;0;1419;0
2008-08-30;0;687;0
2008-08-31;0;723;0
2008-09-01;0;1228;0
2008-09-02;0;1498;0
2008-09-03;0;1464;0
2008-09-04;0;1640;0
2008-09-05;0;1490;0
2008-09-06;0;691;0
2008-09-07;0;728;0
2008-09-08;0;802;0
2008-09-09;0;475;0
2008-09-10;0;552;0
2008-09-11;0;500;0
2008-09-12;0;634;0
2008-09-13;0;254;0
2008-09-14;0;217;0
2008-09-15;0;753;0
2008-09-16;0;992;0
2008-09-17;0;1566;0
2008-09-18;0;1674;0
2008-09-19;0;1506;0
2008-09-20;0;572;0
2008-09-21;0;629;0
2008-09-22;0;1558;0
2008-09-23;0;1589;0
2008-09-24;0;1694;0
2008-09-25;0;1724;0
2008-09-26;0;1706;0
2008-09-27;0;785;0
2008-09-28;0;786;0
2008-09-29;0;1540;0
2008-09-30;0;1650;0
2008-10-01;0;1921;0
2008-10-02;0;2004;0
2008-10-03;0;1904;0
2008-10-04;0;773;0
2008-10-05;0;800;0
2008-10-06;0;1697;0
2008-10-07;0;1941;0
2008-10-08;0;1870;0
2008-10-09;0;1968;0
2008-10-10;0;1831;0
2008-10-11;0;862;0
2008-10-12;0;923;0
2008-10-13;0;1789;0
2008-10-14;0;1875;0
2008-10-15;0;2006;0
2008-10-16;0;1911;0
2008-10-17;0;2019;0
2008-10-18;0;939;0
2008-10-19;0;934;0
2008-10-20;0;1588;0
2008-10-21;0;1763;0
2008-10-22;0;1069;0
2008-10-23;0;1617;0
2008-10-24;0;1904;0
2008-10-25;0;928;0
2008-10-26;0;984;0
2008-10-27;0;2054;0
2008-10-28;0;1855;0
2008-10-29;0;1975;0
2008-10-30;0;2059;0
2008-10-31;0;2130;0
2008-11-01;0;979;0
2008-11-02;0;959;0
2008-11-03;0;1979;0
2008-11-04;0;2252;0
2008-11-05;0;2150;0
2008-11-06;0;2057;0
2008-11-07;0;1951;0
2008-11-08;0;903;0
2008-11-09;0;953;0
2008-11-10;0;2051;0
2008-11-11;0;1891;0
2008-11-12;0;1936;0
2008-11-13;0;1980;0
2008-11-14;0;1903;0
2008-11-15;0;884;0
2008-11-16;0;886;0
2008-11-17;0;2117;0
2008-11-18;0;2042;0
2008-11-19;1;2115;0.00047281323877068556
2008-11-20;0;1986;0
2008-11-21;0;2003;0
2008-11-22;0;893;0
2008-11-23;0;908;0
2008-11-24;0;2542;0
2008-11-25;0;1765;0
2008-11-26;0;1676;0
2008-11-27;0;1272;0
2008-11-28;0;1400;0
2008-11-29;0;913;0
2008-11-30;0;994;0
2008-12-01;0;2058;0
2008-12-02;0;2018;0
2008-12-03;0;2005;0
2008-12-04;0;1882;0
2008-12-05;0;1945;0
2008-12-06;0;1005;0
2008-12-07;0;1084;0
2008-12-08;0;2086;0
2008-12-09;0;2075;0
2008-12-10;0;1796;0
2008-12-11;0;2100;0
2008-12-12;0;1815;0
2008-12-13;0;838;0
2008-12-14;0;1023;0
2008-12-15;0;2000;0
2008-12-16;0;1696;0
2008-12-17;0;1091;0
2008-12-18;0;1610;0
2008-12-19;0;2058;0
2008-12-20;0;974;0
2008-12-21;0;985;0
2008-12-22;0;1795;0
2008-12-23;0;1713;0
2008-12-24;0;1198;0
2008-12-25;0;696;0
2008-12-26;0;1027;0
2008-12-27;0;738;0
2008-12-28;0;873;0
2008-12-29;0;1515;0
2008-12-30;0;1473;0
2008-12-31;0;1457;0
2009-01-01;0;1066;0
2009-01-02;0;1428;0
2009-01-03;0;897;0
2009-01-04;0;957;0
2009-01-05;0;1821;0
2009-01-06;0;1580;0
2009-01-07;0;1230;0
2009-01-08;0;1813;0
2009-01-09;0;973;0
2009-01-10;0;398;0
2009-01-11;0;493;0
2009-01-12;0;1081;0
2009-01-13;0;1753;0
2009-01-14;0;2060;0
2009-01-15;0;2093;0
2009-01-16;0;2027;0
2009-01-17;0;996;0
2009-01-18;0;1100;0
2009-01-19;0;1831;0
2009-01-20;0;2065;0
2009-01-21;0;1526;0
2009-01-22;0;1082;0
2009-01-23;0;1372;0
2009-01-24;0;789;0
2009-01-25;0;1125;0
2009-01-26;0;2293;0
2009-01-27;2;6334;0.00031575623618566466
2009-01-28;0;2291;0
2009-01-29;0;2191;0
2009-01-30;0;2116;0
2009-01-31;0;1087;0
2009-02-01;0;1029;0
2009-02-02;0;2132;0
2009-02-03;0;1946;0
2009-02-04;0;1939;0
2009-02-05;0;2201;0
2009-02-06;0;2098;0
2009-02-07;0;1029;0
2009-02-08;0;1102;0
2009-02-09;0;2343;0
2009-02-10;0;2131;0
2009-02-11;1;2119;0.00047192071731949034
2009-02-12;0;2321;0
2009-02-13;0;2148;0
2009-02-14;0;986;0
2009-02-15;0;1011;0
2009-02-16;0;1720;0
2009-02-17;0;2040;0
2009-02-18;0;9901;0
2009-02-19;0;2198;0
2009-02-20;0;2018;0
2009-02-21;0;982;0
2009-02-22;0;1186;0
2009-02-23;0;2292;0
2009-02-24;0;2219;0
2009-02-25;1;2192;0.0004562043795620438
2009-02-26;0;2358;0
2009-02-27;0;2323;0
2009-02-28;0;1178;0
2009-03-01;0;1409;0
2009-03-02;0;2795;0
2009-03-03;0;2623;0
2009-03-04;0;2576;0
2009-03-05;0;2665;0
2009-03-06;0;2537;0
2009-03-07;1;1262;0.000792393026941363
2009-03-08;0;1386;0
2009-03-09;1;2694;0.0003711952487008166
2009-03-10;0;2588;0
2009-03-11;0;2680;0
2009-03-12;0;2668;0
2009-03-13;0;2503;0
2009-03-14;0;1204;0
2009-03-15;0;1272;0
2009-03-16;0;1995;0
2009-03-17;0;2375;0
2009-03-18;0;2702;0
2009-03-19;0;2595;0
2009-03-20;0;2533;0
2009-03-21;0;866;0
2009-03-22;0;1275;0
2009-03-23;0;2586;0
2009-03-24;0;2466;0
2009-03-25;0;2665;0
2009-03-26;0;2732;0
2009-03-27;0;2418;0
2009-03-28;0;1151;0
2009-03-29;0;1370;0
2009-03-30;0;2643;0
2009-03-31;0;2670;0
2009-04-01;0;2666;0
2009-04-02;0;2634;0
2009-04-03;0;2475;0
2009-04-04;0;1121;0
2009-04-05;0;1403;0
2009-04-06;0;2536;0
2009-04-07;0;2410;0
2009-04-08;0;2563;0
2009-04-09;0;2408;0
2009-04-10;0;1870;0
2009-04-11;0;1135;0
2009-04-12;0;1273;0
2009-04-13;0;2423;0
2009-04-14;0;2532;0
2009-04-15;0;2496;0
2009-04-16;0;2551;0
2009-04-17;0;2491;0
2009-04-18;0;1134;0
2009-04-19;0;1364;0
2009-04-20;0;2580;0
2009-04-21;1;2505;0.0003992015968063872
2009-04-22;0;2707;0
2009-04-23;0;2594;0
2009-04-24;0;2477;0
2009-04-25;1;1172;0.0008532423208191126
2009-04-26;2;1350;0.0014814814814814814
2009-04-27;0;2495;0
2009-04-28;0;2678;0
2009-04-29;0;2769;0
2009-04-30;0;2731;0
2009-05-01;0;2542;0
2009-05-02;0;1241;0
2009-05-03;0;1404;0
2009-05-04;0;2433;0
2009-05-05;0;2675;0
2009-05-06;0;2664;0
2009-05-07;0;2719;0
2009-05-08;0;2479;0
2009-05-09;0;1176;0
2009-05-10;0;1401;0
2009-05-11;0;2387;0
2009-05-12;0;2576;0
2009-05-13;0;1967;0
2009-05-14;0;1205;0
2009-05-15;0;1619;0
2009-05-16;0;943;0
2009-05-17;1;1034;0.0009671179883945841
2009-05-18;1;4947;0.00020214271275520516
2009-05-19;0;1955;0
2009-05-20;0;1989;0
2009-05-21;0;2194;0
2009-05-22;0;2253;0
2009-05-23;0;940;0
2009-05-24;0;1339;0
2009-05-25;0;1355;0
2009-05-26;0;2426;0
2009-05-27;0;2499;0
2009-05-28;0;2471;0
2009-05-29;0;2383;0
2009-05-30;0;1213;0
2009-05-31;0;1402;0
2009-06-01;0;1564;0
2009-06-02;1;2234;0.0004476275738585497
2009-06-03;0;2573;0
2009-06-04;0;2653;0
2009-06-05;0;2468;0
2009-06-06;0;1187;0
2009-06-07;0;1384;0
2009-06-08;0;2425;0
2009-06-09;1;2561;0.0003904724716907458
2009-06-10;0;2597;0
2009-06-11;0;2629;0
2009-06-12;1;2522;0.0003965107057890563
2009-06-13;0;1268;0
2009-06-14;0;1461;0
2009-06-15;0;2407;0
2009-06-16;0;2595;0
2009-06-17;1;2562;0.00039032006245121
2009-06-18;0;2101;0
2009-06-19;0;2504;0
2009-06-20;0;1179;0
2009-06-21;0;1402;0
2009-06-22;0;2447;0
2009-06-23;0;2595;0
2009-06-24;0;2735;0
2009-06-25;1;2684;0.00037257824143070045
2009-06-26;0;2498;0
2009-06-27;0;1274;0
2009-06-28;0;1270;0
2009-06-29;0;2373;0
2009-06-30;0;2493;0
2009-07-01;0;2649;0
2009-07-02;0;2357;0
2009-07-03;0;1575;0
2009-07-04;0;910;0
2009-07-05;0;1114;0
2009-07-06;0;2161;0
2009-07-07;0;2239;0
2009-07-08;0;2272;0
2009-07-09;1;2282;0.00043821209465381246
2009-07-10;0;2157;0
2009-07-11;0;1066;0
2009-07-12;0;1132;0
2009-07-13;0;2248;0
2009-07-14;0;2180;0
2009-07-15;0;2315;0
2009-07-16;0;2516;0
2009-07-17;0;2185;0
2009-07-18;1;1027;0.0009737098344693282
2009-07-19;0;1064;0
2009-07-20;0;2238;0
2009-07-21;0;2322;0
2009-07-22;0;2332;0
2009-07-23;0;2239;0
2009-07-24;0;2309;0
2009-07-25;0;1076;0
2009-07-26;0;1126;0
2009-07-27;0;2160;0
2009-07-28;0;2249;0
2009-07-29;0;2236;0
2009-07-30;0;2274;0
2009-07-31;0;2267;0
2009-08-01;0;1104;0
2009-08-02;0;1191;0
2009-08-03;1;2053;0.0004870920603994155
2009-08-04;1;2150;0.00046511627906976747
2009-08-05;0;2174;0
2009-08-06;0;2238;0
2009-08-07;0;2016;0
2009-08-08;0;951;0
2009-08-09;0;1140;0
2009-08-10;0;2124;0
2009-08-11;2;2237;0.000894054537326777
2009-08-12;0;2237;0
2009-08-13;1;2269;0.00044072278536800354
2009-08-14;0;2166;0
2009-08-15;0;977;0
2009-08-16;0;1077;0
2009-08-17;0;1959;0
2009-08-18;0;2180;0
2009-08-19;0;2373;0
2009-08-20;0;2269;0
2009-08-21;2;2065;0.0009685230024213075
2009-08-22;0;1041;0
2009-08-23;0;1180;0
2009-08-24;0;2301;0
2009-08-25;0;2305;0
2009-08-26;0;1451;0
2009-08-27;0;1481;0
2009-08-28;1;2219;0.0004506534474988734
2009-08-29;1;1047;0.0009551098376313276
2009-08-30;0;1135;0
2009-08-31;0;2115;0
2009-09-01;0;2340;0
2009-09-02;0;2506;0
2009-09-03;0;2444;0
2009-09-04;0;2410;0
2009-09-05;0;1161;0
2009-09-06;0;1155;0
2009-09-07;0;1634;0
2009-09-08;0;2413;0
2009-09-09;0;2548;0
2009-09-10;0;2574;0
2009-09-11;1;2478;0.0004035512510088781
2009-09-12;0;1174;0
2009-09-13;0;1318;0
2009-09-14;0;2570;0
2009-09-15;0;2505;0
2009-09-16;0;2658;0
2009-09-17;0;2573;0
2009-09-18;0;2416;0
2009-09-19;0;1185;0
2009-09-20;0;1260;0
2009-09-21;0;2489;0
2009-09-22;1;2573;0.000388651379712398
2009-09-23;5;2617;0.0019105846388995033
2009-09-24;0;2514;0
2009-09-25;0;2510;0
2009-09-26;0;1234;0
2009-09-27;0;1349;0
2009-09-28;0;2483;0
2009-09-29;0;2495;0
2009-09-30;0;2697;0
2009-10-01;0;2678;0
2009-10-02;0;2593;0
2009-10-03;0;1221;0
2009-10-04;0;1332;0
2009-10-05;0;2604;0
2009-10-06;0;2528;0
2009-10-07;0;2615;0
2009-10-08;0;2599;0
2009-10-09;0;2534;0
2009-10-10;0;1215;0
2009-10-11;0;1296;0
2009-10-12;0;2427;0
2009-10-13;0;2519;0
2009-10-14;2;2680;0.0007462686567164179
2009-10-15;1;2691;0.0003716090672612412
2009-10-16;0;2540;0
2009-10-17;0;1348;0
2009-10-18;1;1535;0.0006514657980456026
2009-10-19;2;2689;0.0007437709185570844
2009-10-20;2;2756;0.000725689404934688
2009-10-21;0;2828;0
2009-10-22;0;2868;0
2009-10-23;1;2707;0.0003694126339120798
2009-10-24;0;1300;0
2009-10-25;0;1414;0
2009-10-26;0;2701;0
2009-10-27;0;2790;0
2009-10-28;0;2835;0
2009-10-29;1;2842;0.0003518648838845883
2009-10-30;1;2690;0.0003717472118959108
2009-10-31;3;1411;0.002126151665485471
2009-11-01;1;1548;0.0006459948320413437
2009-11-02;0;3298;0
2009-11-03;1;2940;0.0003401360544217687
2009-11-04;2;2727;0.0007334066740007334
2009-11-05;2;2704;0.0007396449704142012
2009-11-06;2;2026;0.0009871668311944718
2009-11-07;0;892;0
2009-11-08;0;1052;0
2009-11-09;0;1061;0
2009-11-10;0;732;0
2009-11-11;0;900;0
2009-11-12;0;1499;0
2009-11-13;0;2225;0
2009-11-14;0;885;0
2009-11-15;1;1494;0.0006693440428380187
2009-11-16;1;2794;0.00035790980672870435
2009-11-17;0;2759;0
2009-11-18;0;2732;0
2009-11-19;1;1184;0.0008445945945945946
2009-11-20;1;4532;0.0002206531332744925
2009-11-21;0;538;0
2009-11-22;1;874;0.0011441647597254005
2009-11-23;0;2641;0
2009-11-24;0;2767;0
2009-11-25;0;2478;0
2009-11-26;2;1597;0.0012523481527864746
2009-11-27;1;1859;0.0005379236148466917
2009-11-28;0;1154;0
2009-11-29;0;861;0
2009-11-30;0;2365;0
2009-12-01;2;2965;0.0006745362563237774
2009-12-02;0;2823;0
2009-12-03;3;2289;0.001310615989515072
2009-12-04;0;666;0
2009-12-05;0;331;0
2009-12-06;0;402;0
2009-12-07;0;731;0
2009-12-08;2;970;0.002061855670103093
2009-12-09;0;879;0
2009-12-10;1;1353;0.0007390983000739098
2009-12-11;1;2108;0.0004743833017077799
2009-12-12;2;1394;0.0014347202295552368
2009-12-13;0;1418;0
2009-12-14;1;2735;0.00036563071297989033
2009-12-15;1;2802;0.00035688793718772306
2009-12-16;0;2772;0
2009-12-17;1;2689;0.0003718854592785422
2009-12-18;0;2638;0
2009-12-19;2;1340;0.0014925373134328358
2009-12-20;1;1414;0.0007072135785007072
2009-12-21;0;2488;0
2009-12-22;0;2450;0
2009-12-23;0;2348;0
2009-12-24;1;1881;0.000531632110579479
2009-12-25;0;1003;0
2009-12-26;0;971;0
2009-12-27;1;1224;0.0008169934640522876
2009-12-28;1;1990;0.0005025125628140704
2009-12-29;1;2102;0.0004757373929590866
2009-12-30;0;2193;0
2009-12-31;2;2223;0.000899685110211426
2010-01-01;3;2759;0.0010873504893077202
2010-01-02;0;1167;0
2010-01-03;0;1357;0
2010-01-04;1;2708;0.00036927621861152144
2010-01-05;0;2790;0
2010-01-06;1;3157;0.0003167564143173899
2010-01-07;1;3135;0.0003189792663476874
2010-01-08;1;2810;0.00035587188612099647
2010-01-09;5;1733;0.0028851702250432777
2010-01-10;2;1711;0.0011689070718877848
2010-01-11;0;3129;0
2010-01-12;1;3186;0.00031387319522912746
2010-01-13;0;3046;0
2010-01-14;0;3000;0
2010-01-15;0;2982;0
2010-01-16;0;1429;0
2010-01-17;0;1503;0
2010-01-18;0;2486;0
2010-01-19;0;2923;0
2010-01-20;0;3034;0
2010-01-21;1;3211;0.0003114294612270321
2010-01-22;0;2874;0
2010-01-23;0;1410;0
2010-01-24;1;1441;0.0006939625260235947
2010-01-25;0;2863;0
2010-01-26;1;2821;0.0003544842254519674
2010-01-27;0;3002;0
2010-01-28;1;2977;0.0003359086328518643
2010-01-29;0;2686;0
2010-01-30;0;558;0
2010-01-31;0;550;0
2010-02-01;0;1411;0
2010-02-02;0;2474;0
2010-02-03;0;2841;0
2010-02-04;2;2990;0.0006688963210702341
2010-02-05;0;1472;0
2010-02-06;0;705;0
2010-02-07;0;838;0
2010-02-08;1;1844;0.0005422993492407809
2010-02-09;3;2683;0.0011181513231457323
2010-02-10;1;1290;0.0007751937984496124
2010-02-11;0;1346;0
2010-02-12;0;1726;0
2010-02-13;0;894;0
2010-02-14;0;1155;0
2010-02-15;0;1332;0
2010-02-16;1;1961;0.0005099439061703213
2010-02-17;0;2331;0
2010-02-18;1;2624;0.00038109756097560977
2010-02-19;0;2447;0
2010-02-20;0;1230;0
2010-02-21;0;1215;0
2010-02-22;0;2346;0
2010-02-23;0;2361;0
2010-02-24;2;2491;0.0008028904054596548
2010-02-25;0;2673;0
2010-02-26;0;2527;0
2010-02-27;0;1170;0
2010-02-28;0;1278;0
2010-03-01;0;2188;0
2010-03-02;0;2412;0
2010-03-03;0;2601;0
2010-03-04;1;3145;0.0003179650238473768
2010-03-05;0;2779;0
2010-03-06;0;1412;0
2010-03-07;0;1329;0
2010-03-08;1;2878;0.00034746351633078526
2010-03-09;1;2731;0.0003661662394727206
2010-03-10;0;2702;0
2010-03-11;2;2819;0.000709471443774388
2010-03-12;1;2781;0.0003595828838547285
2010-03-13;0;1315;0
2010-03-14;0;1292;0
2010-03-15;0;2521;0
2010-03-16;0;2118;0
2010-03-17;2;2570;0.0007782101167315176
2010-03-18;0;3083;0
2010-03-19;2;2458;0.0008136696501220504
2010-03-20;0;1246;0
2010-03-21;1;1421;0.0007037297677691766
2010-03-22;1;2571;0.00038895371450797355
2010-03-23;3;2455;0.0012219959266802445
2010-03-24;0;2599;0
2010-03-25;0;3009;0
2010-03-26;1;2523;0.00039635354736424893
2010-03-27;1;1194;0.0008375209380234506
2010-03-28;0;1308;0
2010-03-29;0;2609;0
2010-03-30;1;2562;0.00039032006245121
2010-03-31;0;2691;0
2010-04-01;1;2793;0.00035803795202291446
2010-04-02;2;2365;0.0008456659619450317
2010-04-03;0;1222;0
2010-04-04;0;1292;0
2010-04-05;0;2759;0
2010-04-06;2;2805;0.00071301247771836
2010-04-07;0;2880;0
2010-04-08;2;3160;0.0006329113924050633
2010-04-09;0;2769;0
2010-04-10;0;1452;0
2010-04-11;1;1601;0.0006246096189881324
2010-04-12;0;2825;0
2010-04-13;1;2972;0.00033647375504710633
2010-04-14;0;4191;0
2010-04-15;1;3257;0.00030703101013202335
2010-04-16;1;2938;0.0003403675970047651
2010-04-17;0;1295;0
2010-04-18;0;1370;0
2010-04-19;0;3057;0
2010-04-20;0;3029;0
2010-04-21;0;3141;0
2010-04-22;0;3307;0
2010-04-23;1;3219;0.00031065548306927616
2010-04-24;0;1551;0
2010-04-25;0;1582;0
2010-04-26;1;3012;0.00033200531208499334
2010-04-27;2;3140;0.0006369426751592356
2010-04-28;4;3302;0.0012113870381586917
2010-04-29;0;3195;0
2010-04-30;1;2412;0.00041459369817578774
2010-05-01;0;1538;0
2010-05-02;0;1478;0
2010-05-03;0;3290;0
2010-05-04;3;3206;0.0009357454772301934
2010-05-05;1;3379;0.0002959455460195324
2010-05-06;0;3315;0
2010-05-07;0;3227;0
2010-05-08;0;1790;0
2010-05-09;3;1644;0.0018248175182481751
2010-05-10;3;1821;0.0016474464579901153
2010-05-11;0;1500;0
2010-05-12;0;1983;0
2010-05-13;1;3420;0.00029239766081871346
2010-05-14;0;3258;0
2010-05-15;0;1568;0
2010-05-16;0;1840;0
2010-05-17;1;3407;0.000293513354857646
2010-05-18;1;3628;0.0002756339581036384
2010-05-19;0;3550;0
2010-05-20;1;3362;0.000297441998810232
2010-05-21;0;3250;0
2010-05-22;0;1491;0
2010-05-23;0;1597;0
2010-05-24;0;3149;0
2010-05-25;0;3128;0
2010-05-26;1;3611;0.00027693159789531985
2010-05-27;0;3331;0
2010-05-28;0;3004;0
2010-05-29;0;1481;0
2010-05-30;0;1397;0
2010-05-31;0;1838;0
2010-06-01;0;3060;0
2010-06-02;4;3146;0.0012714558169103624
2010-06-03;2;3309;0.0006044122091266244
2010-06-04;1;3234;0.00030921459492888067
2010-06-05;0;1737;0
2010-06-06;1;1549;0.0006455777921239509
2010-06-07;1;3333;0.00030003000300030005
2010-06-08;2;3503;0.0005709391949757351
2010-06-09;3;3406;0.0008807985907222549
2010-06-10;0;3522;0
2010-06-11;0;3225;0
2010-06-12;0;1685;0
2010-06-13;0;1527;0
2010-06-14;1;3273;0.00030553009471432935
2010-06-15;1;3492;0.000286368843069874
2010-06-16;3;3469;0.0008648025367541078
2010-06-17;2;3524;0.0005675368898978433
2010-06-18;1;3273;0.00030553009471432935
2010-06-19;0;1531;0
2010-06-20;0;1413;0
2010-06-21;3;3120;0.0009615384615384616
2010-06-22;1;3281;0.00030478512648582747
2010-06-23;0;3055;0
2010-06-24;0;3098;0
2010-06-25;3;2979;0.0010070493454179255
2010-06-26;0;1490;0
2010-06-27;0;1349;0
2010-06-28;0;2956;0
2010-06-29;0;3697;0
2010-06-30;0;3232;0
2010-07-01;0;3273;0
2010-07-02;0;2802;0
2010-07-03;0;1371;0
2010-07-04;0;1361;0
2010-07-05;1;2572;0.00038880248833592535
2010-07-06;0;3435;0
2010-07-07;2;3225;0.00062015503875969
2010-07-08;2;3183;0.0006283380458686773
2010-07-09;1;3208;0.0003117206982543641
2010-07-10;1;1576;0.0006345177664974619
2010-07-11;0;1419;0
2010-07-12;0;3035;0
2010-07-13;2;3438;0.0005817335660267597
2010-07-14;1;3353;0.00029824038174768865
2010-07-15;3;3188;0.0009410288582183187
2010-07-16;0;2466;0
2010-07-17;0;1468;0
2010-07-18;0;1326;0
2010-07-19;0;3238;0
2010-07-20;1;2955;0.00033840947546531303
2010-07-21;1;2958;0.0003380662609871535
2010-07-22;0;3095;0
2010-07-23;0;3271;0
